,YEAR_MONTH,MATERIAL_CODE,SUM(A.SALES_QTY_TOT),SUM(SALES_VALUE_TOT)
,2023-03,00000161200008810501,321.39,21383665.4
,2023-02,00000451900028030101,119.14,5937419.64
,2023-02,00000000000006219105,137.5,2508906
,2023-02,00000451100032330300,257.74,15044815
,2023-01,00000471406565401000,108.55,6338516.85
,2023-03,00000451100036400500,69.5,4416308.2
,2023-03,00000000000004500058,507.24,17690292
,2023-02,00000171407777330850,320.1,19413667.5
,2023-02,00000000000006318109,236.78,710340
,2023-03,00000461800018400901,128.58,8164830
,2023-03,00000461800010400901,76.43,4864450
,2023-01,00000461801805325201,243.02,15160802.6
,2023-03,00000171407777400600,177.75,10506883.45
,2023-01,00000461800505503901,978.08,56200476.8
,2023-01,00000471100050330205,22.66,1283689
,2023-01,00000461800007502201,62.51,3748547
,2023-03,00000000000612401000,558.56,29845670
,2023-01,00000451100032400900,125.2,7945708
,2023-01,00000171406565400600,155.08,9295623.8
,2023-01,00000161200010800702,125.04,7168955
,2023-02,00000151200020800305,58.78,2944878
,2023-03,00000451900022325401,1219.77,79224711.4
,2023-02,00000451100036400500,74.78,4742746.9
,2023-02,00000461800014410301,32.35,2080105
,2023-01,00000171407777410100,181.2,10994638.7
,2023-01,00000451900022325301,124.2,7743870
,2023-03,00000451100028605200,62.66,4178851
,2023-03,00000000000612100600,127.6,6405890
,2023-02,00000000000614040000,137.28,6459024
,2023-02,00000171406565400600,42.83,2587484.75
,2023-02,00000451100045605200,22.67,1524557.5
,2023-03,00000461800007325101,34.52,2260896
,2023-02,00000471100048610300,32.1,1966446
,2023-02,00000461800505310901,30.32,1804040
,2023-01,00000451100040331700,93.34,5396110
,2023-02,00000451100036400326,19.57,1223125
,2023-01,00000451100045301200,62.9,3522400
,2023-01,00000471100056331605,19.02,1054278.6
,2023-02,00000000000006411800,119.06,8453260
,2023-02,00000461800018400901,106.99,6626963
,2023-01,00000000000614401000,352.36,18967007.5
,2023-02,00000461800010020001,57.8,3236800
,2023-02,00000151100016400300,48.07,2967055
,2023-01,00000451900022030101,125.16,5945100
,2023-03,00000171407777331900,314.24,18595115.75
,2023-02,00000461800505330201,139.35,8316525.6
,2023-01,00000000000611100707,373.1,16043300
,2023-02,00000221014028400300,72.32,4596166.5
,2023-03,00000471100053610300,10.12,648692
,2023-02,00000461800012400901,38.96,2478064
,2023-01,00000000000612040000,134.3,6526980
,2023-02,00000171612565130205,27.42,1535520
,2023-02,00000171407777331900,404.53,23940682.75
,2023-02,00000151100018330200,12.42,751410
,2023-02,00000451900028301501,128.62,7756074
,2023-03,00000451900025325401,148.26,10038245
,2023-03,00000000000004500062,318.96,9855864
,2023-02,00000451900022400301,27,1677410.4
,2023-03,00000151200016800305,15.71,749367
,2023-02,00000000000611050016,69.94,3601910
,2023-02,00000461800008503401,122.96,7273084
,2023-01,00000171409090401000,35.82,2035471.5
,2023-02,00000451100039325700,39.48,2625420
,2023-02,00000171409090210500,7.07,429149
,2023-02,00000171409090400600,61.4,3441777
,2023-02,00000471100071331600,59.98,3477640.4
,2023-01,00000471104605400305,43.3,2481090
,2023-02,00000000000006321103,160.78,36175.5
,2023-02,00000461800505325101,31.98,2082759
,2023-01,00000000000615400600,18.6,1004400
,2023-03,00000451100042600200,106.22,6904924.5
,2023-01,00000471100063401200,34.3,2040850
,2023-03,00000000000614210200,29.53,1734149.25
,2023-01,00000461800016020001,30.64,1619324
,2023-03,00000461801805325201,77.61,4893411.6
,2023-03,00000461800505325101,34.25,2257094
,2023-03,00000461800014310101,14.34,883344
,2023-03,00000471100080610150,57.6,3662208
,2023-03,00000451900028325901,47.53,3153615.5
,2023-03,00000000000612400700,313.66,16920835.5
,2023-03,00000451100025330205,19.54,1047930.2
,2022-07,00000471309008130200,7.4,449920
,2022-08,00000171407777610170,5.4,343575
,2022-10,00000000000004500062,116.98,3971471
,2022-10,00000000000004500016,544.6,23871517
,2022-11,00000471100048610300,59.38,3546767.4
,2022-07,00000171407777301500,19.98,1214384.4
,2019-11,00000161200010800302,8671.93,302760062.6
,2019-05,00000171406565100700,1919.16,69291008.35
,2019-05,00000461800505301201,1883.48,84643752.45
,2019-11,00000451100025400300,828.36,30317337.75
,2019-05,00000451900022330201,437.1,19219772.6
,2019-05,00000471100053400700,268.34,11260755.05
,2019-05,00000161200008810502,62.54,2867059.25
,2019-05,00000161200012810502,128.28,5673239.55
,2019-05,00000471100056600200,114.36,5131075.8
,2019-05,00000451100028330200,1361.29,55045538.05
,2019-05,00000151200020800300,18119.45,744128945.8
,2019-05,00000461800007110101,1000,44475097.3
,2019-05,00000451100040400300,1147.99,47738465.15
,2019-05,00000151200025800300,18371.62,753100919.2
,2019-04,00000161200012800302,5006.09,212452272.3
,2019-04,00000161200008800301,7959.4,347950141.7
,2019-04,00000451100036409900,26.77,1216294.95
,2019-04,00000461800007530101,1399.22,69528518.4
,2019-04,00000171620075130200,503.13,23058712
,2019-04,00000471100060330200,4.93,217955.3
,2019-05,00000471310010130200,653.83,28139655.4
,2019-05,00000161200012800301,8435.89,352824935.4
,2019-04,00000151200020800300,11782.25,495525196.8
,2019-04,00000171407777400100,130.32,5459911.2
,2019-04,00000471310008130200,665.6,28918943.5
,2019-04,00000171409090400400,242.81,10467114.4
,2019-04,00000461800007520501,360.34,17517758.6
,2019-04,00000161200012120201,1748.22,74848681.3
,2019-04,00000000000611100716,1333,45575054
,2019-04,00000000000615055000,34.22,1238421.8
,2019-04,00000171615075130200,467.01,21193922.9
,2019-04,00000451100036330200,1049.81,43294357.64
,2019-11,00000151200020800300,24207.25,830448761.7
,2019-04,00000451100042400300,201.74,9315139.5
,2019-04,00000161200008800102,441.64,19417974.8
,2019-04,00000000000006211903,81.94,2970400
,2019-04,00000171409090210100,7348.17,242930392.1
,2019-11,00000171406565400600,68.59,2646655
,2019-04,00000461800014330201,950.86,43864037.95
,2019-11,00000000000006321306,1197.56,5040607.8
,2019-05,00000451100040400700,181.83,7452931.55
,2019-04,00000451100028400700,382.07,17502356.8
,2019-04,00000451100032130200,238.12,10023795.96
,2019-11,00000161200012800302,7069.96,245321054.2
,2019-11,00000451103305400300,448.91,16607362.6
,2019-11,00000471100056600200,47.52,1985053.8
,2019-05,00000000000004500060,10986.44,269167780
,2019-05,00000000000006211900,872.72,33599720
,2019-11,00000171310010130200,713.71,25748903.1
,2019-05,00000000000006313101,138573.08,102720134.7
,2019-04,00000461800008301501,22.98,1027729
,2019-04,00000171612565130200,1462.91,65987450.55
,2019-04,00000171409090100600,772.37,28873557.7
,2019-05,00000461800016301501,435.44,19759861.7
,2019-10,00000161200008800301,15833.17,578834326.6
,2019-10,00000461800505301201,10787,366766938.4
,2019-10,00000000000614409900,161.9,5391270
,2019-10,00000171100075400700,146.57,5210385.4
,2019-10,00000171100085330200,131.93,4697520.05
,2019-10,00000451100020330200,1729.52,60018399.45
,2019-10,00000171409090400300,190.51,7229819
,2019-10,00000171620075130200,2621.38,96855295.68
,2019-10,00000471100056130200,372.84,12876411.5
,2019-10,00000161200012800101,2521.47,88549822.65
,2019-05,00000461800016130201,207.5,8719246.6
,2019-11,00000471100053400300,991.74,35939057.55
,2019-05,00000471100045409900,140.1,5838659.3
,2019-10,00000471500125130200,299.49,11365933.6
,2019-10,00000171407777330200,439.33,15874915.05
,2019-05,00000461800016310101,12.68,573791.8
,2019-05,00000471100063330200,400.87,16074853.25
,2019-05,00000451100025400700,331.42,13265120
,2019-04,00000471100056330200,147.26,6254549.1
,2019-10,00000161200010810501,53.32,2010478.6
,2019-10,00000461800016310101,449.87,15770121.5
,2019-10,00000461800505520201,1164.94,41909655.9
,2019-05,00000471100050400600,125.31,5205801.3
,2019-05,00000451100045400300,0.24,10144.8
,2019-05,00000161200010800103,10.86,463854.78
,2019-10,00000151200020810500,438.39,15975273.85
,2019-05,00000000000614100716,3243.81,105100565.4
,2019-05,00000000000006211602,60.32,1722777.12
,2019-10,00000171406565400500,706.53,26075293.1
,2019-05,00000461800020330201,59.97,2771213.7
,2019-05,00000451100040610300,29.98,1361391.8
,2019-05,00000000000006313107,8170.8,5311020
,2019-05,00000000000006211903,46.88,1687680
,2019-05,00000461800008301501,541.72,23965767.9
,2019-05,00000000000615301500,90.54,3132336.6
,2019-11,00000151200036800300,1141.47,39334486.11
,2019-11,00000461800016325201,145.91,5850428.5
,2019-05,00000451100022400700,130.53,5517022.85
,2019-05,00000461800505520901,103.26,5055484.4
,2019-05,00000000000614710300,29.85,1204746
,2019-05,00000461800018110101,25.29,1121523
,2019-11,00000171406565210200,384.91,13752527.55
,2019-11,00000451100036400100,62.02,2313346
,2019-05,00000000000615400500,151.48,5518224.2
,2019-05,00000471100063331700,276.98,10679414.6
,2019-11,00000161200012800303,396.75,14172293.64
,2019-05,00000161200012800103,18.84,811627.2
,2019-11,00000471307508130200,1767.61,62866729.94
,2019-11,00000461800012400301,175.69,6387934.2
,2019-11,00000471500125130200,141.89,5376820.9
,2019-11,00000451900020330201,933.93,32741710.15
,2019-05,00000171409090410300,109.89,4700291.2
,2019-11,00000471307506130200,861.68,30901042.79
,2019-11,00000471100068330200,99.65,3513254.5
,2019-05,00000171406565350100,270.85,11037137.5
,2019-05,00000171409090100500,5.91,220339.2
,2019-11,00000151200020810500,837.55,30427787.99
,2019-05,00000451100040331300,124.46,4992090.6
,2019-05,00000471100063409900,31.51,1318836.2
,2019-11,00000171620075130200,1215.62,44705924.77
,2019-05,00000171409090331000,119.76,5033512.8
,2019-11,00000171309006130200,114.97,4138625
,2019-11,00000471100060400500,206.56,7907220.85
,2019-05,00000461800605301501,10.47,484043.7
,2019-06,00000151200025800300,18903.94,758754131.4
,2019-06,00000171610050130200,5033.09,208632391.3
,2019-06,00000451100020330200,1732.02,68844135.14
,2019-06,00000451100040400300,874.07,36803197.05
,2019-05,00000471100045130200,223.21,8437648.7
,2019-11,00000171100075330200,301.68,10454309.6
,2019-11,00000471100045600200,115.77,4862878.35
,2019-11,00000451100042400700,181.91,6285321.2
,2019-05,00000000000615055000,61.16,2118582.4
,2019-06,00000161200010800301,5204.37,214427735.4
,2019-06,00000461800012330201,908.22,38854110.55
,2019-06,00000461800505301201,6603.9,262912547.1
,2019-11,00000471100060400700,15.93,610019.2
,2019-06,00000000000612050016,376.42,12352611.4
,2019-06,00000000000615100716,639.7,20019434
,2019-11,00000451100023710100,203.4,8552912.8
,2019-06,00000161200010800302,4603.03,189205610.2
,2019-11,00000451900025301501,332.01,11424437.6
,2019-11,00000161200008810501,152.27,5754705
,2019-06,00000471100063331700,150.87,6016549.6
,2019-06,00000171409090400300,952.74,37874909.2
,2019-05,00000161200010810503,9.55,440541.5
,2019-11,00000171407777330200,310.1,11011047.2
,2019-06,00000471100058400300,359.9,14896322.65
,2019-06,00000161200008800302,3771.92,158868432.8
,2019-06,00000171409090330700,482.95,19652327.5
,2019-05,00000471100071331700,80.5,3098445
,2019-06,00000461800016301501,763.85,31560619.2
,2019-06,00000000000613400100,30.48,1210360.8
,2019-06,00000451100040331300,139.48,5570518.8
,2019-06,00000171407777410300,253.54,10521331.2
,2019-06,00000161200012810502,371.44,15934531.51
,2019-06,00000451103305330200,437.51,16677953.94
,2019-06,00000171620075130200,2442.42,100067137.7
,2019-06,00000471100063330200,58.7,2386241.2
,2019-06,00000471100060400300,572.51,23016756.65
,2019-06,00000000000612100507,26.64,849016.8
,2019-06,00000000000614210500,1217.22,42734831.8
,2019-06,00000000000006211903,78.18,2814480
,2019-06,00000171612565130205,175.71,7235064.8
,2019-06,00000471100060330200,794.1,31062189.3
,2019-10,00000000000611100500,498,14890200
,2019-10,00000000000612100400,296.46,8864154
,2019-06,00000471100050400700,682.72,27659589.1
,2019-06,00000451100040610300,52.3,2413818.6
,2019-06,00000451900022301501,649.04,25969329.7
,2019-06,00000461800016310101,4.21,182019.35
,2019-06,00000000000615330200,906.58,29874767.4
,2019-06,00000471100071400700,47.36,1925621.6
,2019-06,00000461800605301501,84.31,3677203.65
,2019-04,00000171409090210200,1432.51,60381477.7
,2019-04,00000171100080330200,45.55,1919312.7
,2019-04,00000000000615100600,380.86,13193780
,2019-04,00000171409090100500,59.11,2181501.2
,2019-04,00000161200010120201,1053.3,45506574.5
,2019-04,00000471100050400700,419.66,19657163.1
,2019-04,00000471100050400600,57.24,2637164.4
,2019-04,00000000000006211601,1154.2,37049820
,2019-04,00000000000611100507,287.54,9672775.8
,2019-04,00000471100063301500,3.58,147352.8
,2019-04,00000471100065330200,80.25,3489297.6
,2019-04,00000000000006411801,163.26,4424405.76
,2019-11,00000461800007520501,370.02,12809351.8
,2019-11,00000451900020301501,327.38,11410846.2
,2019-06,00000461800505330201,336.18,13921989.3
,2019-04,00000461800016310201,4.33,194727.5
,2019-04,00000000000615210500,1025.15,40130759.8
,2019-06,00000161800008301501,17.02,712542.3
,2019-04,00000171100085400300,10.14,473336.2
,2019-04,00000171407777210200,82.1,3429941.35
,2019-11,00000171409090400400,92.35,3393602.9
,2019-04,00000451103305400300,8.13,369314.1
,2019-04,00000000000613301200,80.62,3142715.8
,2019-04,00000461800505520101,186.27,9198910.6
,2019-04,00000461800016400701,48.23,2362621.65
,2019-04,00000171100090330200,39.15,1664081.6
,2019-04,00000000000004500056,144.2,3143560
,2019-04,00000461800012301501,53.56,2395830.4
,2019-04,00000471100060400700,9.68,440536.8
,2019-04,00000000000614330700,95.44,3032128.8
,2019-04,00000151200016810500,36.78,1663491.1
,2019-10,00000472115080130200,1325.91,50467247.83
,2019-04,00000171406565100600,8.13,317517.15
,2019-04,00000471100045600200,5.76,289065.6
,2019-10,00000000000612350100,112.54,3672271
,2019-10,00000451900028330201,162,5594459.75
,2019-04,00000461800018110101,2.1,99939
,2019-10,00000451100036400500,30.69,1184294.9
,2019-10,00000171407777100600,130.75,4398115.3
,2019-06,00000000000615350100,31.06,1118470.6
,2019-06,00000000000006318109,97.82,97820
,2019-06,00000451100028400200,41.94,1797083.65
,2019-06,00000221014028400300,46.64,2048366.4
,2019-06,00000471100045332000,363.35,13898857.7
,2019-06,00000161200012810503,2.42,106915.6
,2019-06,00000471708016700229,295.34,13765396.2
,2019-07,00000161200012800301,7197.58,287846175.6
,2019-07,00000161200010800302,4870.92,194438094.7
,2019-07,00000461800505520501,714.18,31827261.7
,2019-07,00000161200008800302,3719.22,152573064.6
,2019-07,00000451100025130200,370.61,14534297.4
,2019-07,00000471100050130200,753.15,29436835.6
,2019-07,00000461800010301501,754.29,31867209.05
,2019-07,00000461800605301201,680.34,28394729.15
,2019-06,00000171406565400600,9.9,411642
,2019-07,00000171409090210200,367.99,13940344.9
,2019-07,00000471100068610300,111.53,5158038.3
,2019-07,00000451100025400300,662.42,27370611.2
,2019-07,00000161200008810502,260.12,11254448.05
,2019-06,00000000000615400500,212.52,7518421
,2019-07,00000151200028800300,308.35,12291960.51
,2019-07,00000461800010330201,150.78,6377993.2
,2019-07,00000171100090400300,205.53,8700540.1
,2019-07,00000000000006213200,1327.08,38750736
,2019-07,00000471100063330200,578.06,22686133.2
,2019-07,00000000000615330200,880.98,28272573.6
,2019-07,00000000000615401000,105.34,3656109
,2019-07,00000451100028400700,354.22,14740049.65
,2019-07,00000171409090330200,214.42,7349489.2
,2019-07,00000000000615100716,494.07,15292529.8
,2019-07,00000471100060400300,26,1080892.1
,2019-06,00000171407777610100,52.4,2190320
,2019-07,00000000000006211902,41.18,1898398
,2019-07,00000000000006324302,184.34,20277.4
,2019-07,00000000000613040000,177.12,6574224.9
,2019-07,00000000000612050016,198.04,6298328.8
,2019-07,00000451100040610300,113.22,5232162.6
,2019-07,00000451100032400700,138.98,5775738.5
,2019-10,00000471708015700229,151.3,6229550
,2019-07,00000000000614330200,53.48,1728671.2
,2019-07,00000161800008301501,12.08,505729.2
,2019-07,00000451900032301501,124.48,4892984.25
,2019-07,00000471100063400300,874.43,36437788.35
,2019-09,00000451100025330200,1951.53,73442212.4
,2019-09,00000451100032330200,3871.22,144414748.6
,2019-08,00000471100058400300,653.2,26864719.95
,2019-08,00000171610050130200,7593.92,297249489.4
,2019-08,00000451100036330200,2540.69,96535515.8
,2019-08,00000171407777400500,631.67,24616152.2
,2019-09,00000461800505520901,270.76,10986611.1
,2019-09,00000171407777330800,123.75,4658946
,2019-09,00000461800505301201,10326.73,369665893.3
,2019-08,00000161200012800101,2607.02,104108425.2
,2019-08,00000471100045130200,409.38,15830157.5
,2019-08,00000451100040130200,157.78,6097145.45
,2019-07,00000471100071400700,59.85,2461692
,2019-08,00000161200012800102,247.78,9335961.2
,2019-07,00000471100056400326,54.84,2270924.4
,2019-08,00000000000613040000,72.95,2631700.95
,2019-08,00000151200025810500,1298.27,51540824.31
,2019-08,00000000000612350100,184.25,6705549.5
,2019-08,00000451100042400300,694.59,27370265.95
,2019-09,00000171615075130200,4557.86,177368691.1
,2019-09,00000461800010330201,492.43,18681168.7
,2019-08,00000151200020810500,266.55,10700119.2
,2019-09,00000171406565400300,894.32,34375877.2
,2019-08,00000461800007530101,1302,55245527.9
,2019-08,00000000000006311301,10872.79,209704510
,2019-08,00000000000006219103,744.83,6064203.75
,2019-08,00000471309006130200,330.87,12954198.45
,2019-09,00000451100042400300,309.79,12550522.35
,2019-08,00000451100022330200,1360.58,52603573.2
,2019-08,00000171620075130200,3316.72,131475944.7
,2019-08,00000451100022400300,589.09,23360697.8
,2019-09,00000171406565330200,475.78,16071641.8
,2019-08,00000171620075130205,242.63,9609147.8
,2019-08,00000000000623210200,956.08,36857617.6
,2019-09,00000171100085330200,191.92,7386434.55
,2019-08,00000451100025400300,617.13,25112070.05
,2019-09,00000151200036800300,565.36,21440995.9
,2019-08,00000471100050400700,664.78,26892055.9
,2019-09,00000471100045400500,26.61,1091036.2
,2019-09,00000451100042400700,9.59,391504.7
,2019-08,00000461800018110101,52.59,2162465.6
,2019-08,00000461800008110101,648.84,25129437.3
,2019-07,00000471100063600100,85.34,3839446.6
,2019-08,00000000000006211900,783.82,31253498
,2019-08,00000461800020310201,119.4,4965683
,2019-09,00000451120064710100,3615.9,158940080.1
,2019-08,00000471100071400300,129.85,5457285.95
,2019-07,00000161200012810503,2.33,102939.4
,2019-08,00000171407777330200,376.54,13858260.5
,2019-08,00000451100032401000,109.22,4458979.35
,2019-09,00000000000611400200,102.2,3332973
,2019-08,00000461800505301301,424.52,17251912
,2019-08,00000171100075400300,119.45,4953559.5
,2019-07,00000461800505301301,393.68,16373069.45
,2019-08,00000451100032409900,58.84,2275213.4
,2019-09,00000461800016400701,16.92,686578.6
,2019-09,00000461800605110101,204.96,7631173.85
,2019-09,00000000000004500057,147.32,3064256
,2019-08,00000161800010301501,27.93,1148704.2
,2019-08,00000451900020400301,23.19,911240.5
,2019-08,00000461800007301601,548.29,20797365.2
,2019-08,00000171407777100600,589.94,19899604.6
,2019-09,00000451100036331600,60.98,2323947.8
,2019-08,00000461800020310101,180.21,7389511.05
,2019-07,00000451100030400700,9.96,424146.6
,2019-08,00000000000612400200,57.74,1982064.8
,2019-09,00000171409090330700,321.11,12138184
,2019-07,00000000000615050016,118.37,3859353.4
,2019-09,00000000000006324302,16569.5,1768793.31
,2019-09,00000461800505521001,109.16,4344639.3
,2019-09,00000000000614400200,55.42,1800595.8
,2019-08,00000000000614400500,438.5,16576415.5
,2019-09,00000000000613040000,210.83,7430637.25
,2019-09,00000471100063400500,11.27,463084.3
,2019-09,00000451103305330200,108.57,4230721.1
,2019-09,00000000000615210500,974.62,32944755.4
,2019-09,00000171407777330200,465.69,17138362.7
,2019-09,00000471100053600100,34.26,1485381.4
,2019-07,00000171100080331700,64.12,2546205.2
,2019-10,00000451100028400500,14,534865.2
,2019-07,00000000000612350100,179.45,6600053.6
,2019-08,00000171407575401000,5.55,214230
,2019-08,00000171406565400600,77.49,3096533.5
,2019-09,00000461800007301501,752.63,28345664.45
,2019-08,00000461800012130201,12.38,515295
,2019-09,00000461800020310201,37.74,1528216.4
,2019-08,00000000000614100400,282.86,8799401.8
,2019-09,00000161200012810501,3.63,152133.3
,2019-09,00000000000006213200,2172.5,52766562
,2019-09,00000461800008530101,737.79,27929121.4
,2019-09,00000171409090700200,31.84,1231252.8
,2019-10,00000471100050400500,78.12,2831029.6
,2019-08,00000471100063600100,78.46,3640337.6
,2019-10,00000000000614050016,36.73,1218701.4
,2019-09,00000000000615330200,57.32,1844174.4
,2019-08,00000171406565710200,144.7,5478342
,2019-08,00000471100058610300,141.95,5941465.9
,2019-08,00000471708015700229,73.05,3344541.3
,2019-08,00000451100036409900,2.52,99439.2
,2019-09,00000000000612050007,28.24,897749.6
,2019-09,00000171407777410100,32.58,1252247
,2019-08,00000171407777610100,80.44,3218728
,2019-10,00000000000614400300,48.3,1616978.8
,2019-10,00000451100036130200,267.18,9027120.5
,2019-08,00000471309012130200,11.44,452108.8
,2019-08,00000000000615400700,90.9,3026061
,2019-09,00000161200012800103,3.92,147000
,2019-09,00000471100068610300,64.26,2686710.6
,2019-09,00000471100063331700,11.11,429068.2
,2019-11,00000451100036600200,46.39,1800463.6
,2019-07,00000471708015700229,53.89,2602636.5
,2019-09,00000161800008110101,10.78,399547.4
,2019-08,00000451100032330226,4.8,186768
,2019-09,00000461800505301701,84.78,3037667.4
,2019-07,00000451900028310101,50.02,2051820.4
,2019-08,00000000000614400700,28.4,985196
,2019-09,00000151100025330200,9.79,366433.1
,2019-10,00000461800505500301,8.4,244440
,2019-09,00000000000613100600,24.04,836592
,2019-09,00000000000615400504,30.4,981312
,2019-09,00000000000611050100,41.68,1305417.6
,2019-09,00000471100065401100,242.68,7202742.4
,2019-09,00000171100080409900,8.9,336509
,2019-11,00000451100040400700,55.46,2075815.2
,2019-11,00000000000615050016,272.58,8210653
,2019-09,00000471100050130200,22.2,823842
,2019-09,00000161200012120201,67.1,2585020.5
,2019-11,00000451103305400700,125.1,4189914
,2019-09,00000471100056400900,16.66,666566.6
,2019-11,00000981200012800100,231.86,8099408
,2019-11,00000471100063410200,25.51,927522.6
,2019-11,00000000000615401000,34.12,1102678
,2019-10,00000171409090400200,315.55,10831570.6
,2019-05,00000451900020400301,4.19,193787.5
,2019-10,00000461800505520901,25.1,862938
,2019-10,00000461800605301501,658.83,23292022.55
,2019-10,00000471100053600200,14.86,621796.2
,2019-10,00000461800020310101,136.43,4719525.5
,2019-10,00000451900020301501,198.51,7131831.9
,2019-10,00000471100045301200,31.87,1117774.1
,2019-10,00000471100068610300,100.71,3916546.2
,2019-10,00000151200032800305,162.14,4239961
,2019-10,00000000000614710200,288.75,8439413.5
,2019-10,00000169900000999999,45.22,714713
,2019-10,00000471100068330200,187.09,6423742.9
,2019-10,00000451100028400200,15.74,568371.4
,2019-10,00000151200016800305,199.94,5388383
,2019-06,00000471100060600100,2.94,140340.9
,2019-06,00000161200012810501,7.25,312547.5
,2019-04,00000461800007301601,183.65,8395569.75
,2019-05,00000451100020130200,5.2,203892
,2019-06,00000171407777350100,39.81,1681176.3
,2019-05,00000471100068610300,79.36,3653889.6
,2019-06,00000171409090700100,53.12,2045651.2
,2019-05,00000471100060330200,12.13,499877.3
,2019-10,00000471100056400900,5.83,223114.1
,2019-05,00000000000006324302,504.02,55442.2
,2019-05,00000471100060400326,13.34,552409.4
,2019-10,00000471100071610100,12.57,493183.95
,2019-06,00000471100065600100,24.1,1099201
,2019-05,00000171100085130200,1.07,41858.4
,2019-10,00000461800505501601,98.9,3538642
,2019-05,00000000000612409900,98.08,3358259.2
,2019-06,00000471100068331700,83.1,3325237
,2019-04,00000000000614100400,198.18,6981881.4
,2019-10,00000000000614040000,92.16,2239488
,2019-08,00000171409090330700,39.51,1571707.8
,2019-10,00000171407777401000,40.78,1395083.8
,2019-07,00000471100068331700,14.2,569562
,2019-10,00000151100016330200,2.58,78819
,2019-11,00000161800006301201,647.67,22085263.2
,2019-12,00000451100020330200,4470.43,158224372.8
,2019-12,00000000000612050016,161.78,4931171.6
,2019-12,00000171612565130200,5604.24,208422778
,2019-12,00000461800018330201,887.7,31991369
,2019-12,00000000000006321306,1200.1,5040420
,2019-12,00000000000614409900,951.06,27930010.4
,2019-12,00000171406565330200,408.64,13670096
,2019-12,00000451100022330200,1957.34,69441468.45
,2019-12,00000451100025330200,4088.13,143769824.6
,2019-12,00000000000006211903,103.48,3127246
,2019-12,00000461800007520201,376.27,13632331
,2019-12,00000000000004500016,1144.26,27018319
,2019-12,00000471100065330200,741.08,25999730.7
,2019-12,00000171309006130200,83.64,3072446
,2019-11,00000171100060400300,144.41,5166188.2
,2019-12,00000461800505520501,2009.79,72912452.35
,2019-12,00000451103305400300,156.85,5937207.7
,2019-11,00000461800008501601,49.66,1807624
,2019-12,00000161200008800303,514.84,19750391.07
,2019-12,00000471100071330200,747.29,26776330.42
,2019-12,00000171100080400700,89.54,3374186.3
,2019-11,00000221014028400300,29.16,1154736
,2019-12,00000461800014400301,229.35,8676384.6
,2019-12,00000451900025330201,490.49,17554245
,2019-12,00000461800505301701,55.26,1881603
,2019-12,00000461800605301201,2798.06,91044056.98
,2019-12,00000471100056130200,283.12,9760528.5
,2019-12,00000171407777330200,60.46,2021858
,2019-12,00000471100058400300,211.09,8051810.8
,2019-12,00000000000612211000,176.37,6183129
,2019-11,00000161200010810503,4.82,189554
,2019-12,00000461800016310101,696.19,25827065
,2019-12,00000169900000999999,33.28,467204
,2019-12,00000471104605400700,4.8,182880
,2019-12,00000471100045400500,385.62,13898727.8
,2019-11,00000161800008301201,9.08,286928
,2019-12,00000161200008810501,131.9,5178069.06
,2019-12,00000471100050400600,21.96,841946.4
,2020-01,00000151200016800300,15257.15,577460552.7
,2020-01,00000451900020301501,132.82,4848019
,2020-01,00000151200016810500,269.23,11130113.52
,2020-01,00000171100063400700,208.22,8099159.7
,2020-01,00000471100056400300,1454.74,55875795
,2020-01,00000171100060330200,482.11,17501660.2
,2020-01,00000000000006313101,185984.48,72444386.68
,2020-01,00000471100063130200,565.81,20379532.71
,2020-01,00000161200010800301,11873.07,452117177.1
,2020-01,00000161200012800101,1368.7,51709939.71
,2020-01,00000461800010400301,283.74,10987889.6
,2019-12,00000171612565130205,433.77,14614443.5
,2020-01,00000471100045400300,851.29,33725496.8
,2020-01,00000171407777400400,151.94,5730548.5
,2020-01,00000000000006211900,589.52,29815451
,2020-01,00000000000006324302,7229.61,795257.1
,2020-01,00000451100020301500,64.96,2111200
,2020-01,00000171100080400300,618.3,24579548.1
,2020-01,00000000000614100600,1456.74,45445677
,2020-01,00000461800007301201,1318.4,48580114
,2020-01,00000171610050130200,740.91,26879332.82
,2020-01,00000461800012110101,1.97,72890
,2020-01,00000471309006130200,244.97,8385548.9
,2020-01,00000461800505400501,62.01,2365053
,2020-01,00000000000614210100,805.85,26115562.5
,2020-01,00000161200010800101,1528.15,58430966.89
,2020-01,00000461800505520201,2084.89,79534578.8
,2020-01,00000471100056400700,76.76,2985864.8
,2020-01,00000171100063400330,180.44,7029297.25
,2020-01,00000171612565130205,657.31,21894724.2
,2020-01,00000471100056301500,61.91,2326572.7
,2020-01,00000151200028800300,1307.15,50562568.55
,2019-12,00000471309012130200,9.84,360144
,2020-01,00000171100085400700,58.48,2200304.2
,2020-01,00000171307506130200,38.98,1478805.75
,2020-01,00000161800006110101,48.94,1709158
,2020-01,00000171406565410100,510.27,19147666.6
,2020-01,00000451100040409900,11.38,417646
,2019-12,00000471100060400300,103.51,3649015.4
,2019-12,00000461800012110101,52.54,1809496
,2019-12,00000471100058400326,40.22,1472454.2
,2020-01,00000161200012800103,34.36,1297898.9
,2020-01,00000000000614301200,30.3,991078
,2020-01,00000451100040610300,202.55,8437749.3
,2020-01,00000171100085400300,73.8,2932074
,2020-01,00000000000613100500,65.21,2399347.9
,2020-01,00000171407777210200,333.27,12394393.7
,2019-12,00000000000614210500,122.69,4318688
