,YEAR_MONTH,MATERIAL_CODE,SUM(A.SALES_QTY_TOT),SUM(SALES_VALUE_TOT)
,2021-04,00000461800010301501,1226.32,64112938.6
,2021-04,00000471100063130200,185.92,9312095
,2021-04,00000000000614210200,87.9,4305986.2
,2021-04,00000451100040401000,94.06,4952923.5
,2021-04,00000451900022330201,338.91,17564993.7
,2021-04,00000461800012325401,243.81,13897170
,2021-04,00000461800012301501,517.77,27229167
,2021-04,00000000000006211601,2330.2,93033532
,2021-02,00000472115080130200,4427.34,200652074.6
,2021-04,00000171407777100700,688.41,31542620.85
,2021-04,00000171407777400600,130.09,6603982
,2021-04,00000471100063330200,379.38,19019252.9
,2021-04,00000451900020325301,69.77,4047008.8
,2021-02,00000471100053331600,121.4,5738578
,2021-02,00000000000615100600,183.52,7606904
,2021-02,00000000000615100620,244.82,10147789
,2021-04,00000161200010810501,341.48,18574835.95
,2021-04,00000451100022400300,500.6,26565522.2
,2021-04,00000161200012800302,1082.64,54768157.17
,2021-04,00000461800505520901,93.26,5065279.6
,2021-04,00000471100060330200,69.48,3458562
,2021-04,00000461800505502701,234.14,12369616.2
,2021-04,00000000000614050100,93.32,4087416
,2021-04,00000471307510130200,256.17,11970467.25
,2021-04,00000000000611200200,374.52,16066908
,2021-04,00000451900022400301,29.31,1603257
,2021-04,00000000000004500054,98.92,3368226
,2021-02,00000161850514030099,25.66,950703
,2021-04,00000000000006318109,196.68,211914.8
,2021-04,00000171409090410300,262.68,13229408.2
,2021-04,00000171406565400400,181.17,8842696
,2021-04,00000221014028400300,55.74,2779416
,2021-04,00000171409090400100,45.22,2198020
,2021-04,00000471100053331700,68.6,3345622
,2021-04,00000461800008503801,105.76,5534420.8
,2021-02,00000171409090211000,370.77,17133281.7
,2021-04,00000461800012110101,231.08,11852710.8
,2021-04,00000000000004500050,98.68,1781174
,2021-02,00000171409090330200,62.4,2617600
,2021-02,00000461801620030099,29.18,971694
,2021-04,00000000000615100620,122.68,5330446
,2021-04,00000461800505110101,28.61,1320193
,2021-04,00000461800505520601,63.56,3438848
,2021-04,00000461800007520201,47.86,2594012
,2021-04,00000000000614100716,175.7,7138724
,2021-04,00000461800016325401,96.73,5456167
,2021-04,00000000000615400500,25.76,1208144
,2021-04,00000461800016020001,20.06,953853
,2021-04,00000461800007520101,58.95,3206880
,2021-04,00000000000614100416,75.26,3072824
,2021-03,00000451900032301501,125.24,5955162
,2021-04,00000000000615050100,52.04,2279352
,2021-04,00000451100040400500,35.53,1872740
,2021-02,00000000000615050016,190.94,7360737
,2021-04,00000461800505502801,61.3,3304070
,2021-04,00000171307508130200,0.62,28334
,2021-04,00000151100020400400,25.73,1382914
,2021-04,00000451100025610300,27.78,1444004.4
,2021-04,00000161200010800101,24.77,1304798.97
,2021-02,00000000000612100707,62.76,2234256
,2021-02,00000161200012810502,22.38,1242090
,2021-03,00000000000615211220,20797.79,789808346
,2021-04,00000000000615100600,121.88,5310311.6
,2021-04,00000161800505301301,2.4,123120
,2021-04,00000000000613211000,71.08,3588793
,2021-03,00000000000614400100,56.32,2396695.6
,2021-04,00000171310010130200,9.07,428330.75
,2021-06,00000171407777400300,973,50773295.25
,2021-06,00000451100020330200,629.2,33296284.09
,2021-06,00000451100040330200,766.72,40077566.87
,2021-05,00000161200008800301,14202.64,789097689.4
,2021-05,00000451100040130200,894.95,45446184.1
,2021-05,00000171409090210100,1635.22,78507110.25
,2021-05,00000461800007530201,5151.84,274835002.1
,2021-06,00000451900020330201,1044.72,55496047.2
,2021-06,00000451100036330200,234.66,12226394.85
,2021-06,00000171409090210100,2730.39,127985565.8
,2021-06,00000151200032800300,10096.62,526306575.4
,2021-06,00000461800505501401,10.31,594991
,2021-06,00000151200025800300,13839.54,731657532.2
,2021-06,00000151200020810500,619.05,33759437.04
,2021-06,00000171406565331000,180.65,9321540
,2021-06,00000471100063330200,637.25,32734355.6
,2021-06,00000451100042330200,431.38,22303932.75
,2021-07,00000151200020800300,16050.27,815715750.1
,2021-07,00000161200012800301,19074.65,973324599
,2021-07,00000151200016800300,21362.35,1090880117
,2021-05,00000000000613400500,123.72,6322092
,2021-05,00000461800505301201,7589.36,406960054.9
,2021-07,00000451100020330200,1435.01,73221893.63
,2021-07,00000451100022330200,383.18,19613005.65
,2021-07,00000471100060330200,840.3,42762998.73
,2021-05,00000461800010400301,348.82,19691656.17
,2021-07,00000451900020330201,692.46,36095349.5
,2021-07,00000461800014400301,548.43,30127824.2
,2021-07,00000471100053400300,1764.07,93993151.95
,2021-05,00000451100025400700,139.67,7639179
,2021-05,00000461800014400901,87.55,5102472.3
,2021-05,00000461800010301501,1482.37,79649022.8
,2021-05,00000461800012325201,225.51,13514813.2
,2021-05,00000171409090100700,484.38,23705635.75
,2021-05,00000461800505502801,795.87,44235497.3
,2021-05,00000451100025330200,358.06,18640629.5
,2021-06,00000451100040400300,511.15,27885298
,2021-06,00000151100016330200,1789.37,92646743.19
,2021-05,00000000000006311304,2341.78,10967352
,2021-05,00000000000006324302,784.44,86288.4
,2021-07,00000471100068330200,59.86,3041838.4
,2021-07,00000471307506130200,871.67,42213450.13
,2021-05,00000461800012110101,130.92,6838777.53
,2021-07,00000451100022130200,568.54,28458706.74
,2021-07,00000161200012810501,436.72,23415598.93
,2021-05,00000451100022130200,569.12,29195493.8
,2021-06,00000461800007501401,138,7780776.4
,2021-06,00000000000613400300,495.74,25609768.3
,2021-06,00000471100056605200,137.16,7843275.6
,2021-07,00000451900025330201,807.75,42260067.5
,2021-05,00000171409090301200,464.22,22553906.4
,2021-05,00000161200010800302,173.73,9141941.6
,2021-07,00000451900022301501,531.68,27458040.9
,2021-07,00000461800605301201,3140.61,163903927
,2021-07,00000451100023710100,1204.68,70111290.6
,2021-07,00000000000613400400,24.56,1167828
,2021-05,00000461800014400301,57.77,3222884.7
,2021-05,00000471709025705279,70.08,4017040.2
,2021-05,00000461800007501401,182.86,10174313.2
,2021-06,00000451900020301501,186.76,9880354
,2021-06,00000451100040401000,90.66,4928853.7
,2021-06,00000171100090130200,43.12,2155637.4
,2021-06,00000451100032400100,420.92,22903317.8
,2021-06,00000451100042400300,395.45,21253402.8
,2021-06,00000171406565100700,856.9,41054737.51
,2021-06,00000171406565400100,115.3,5564732
,2021-07,00000171409090400500,188.34,9454870.5
,2021-07,00000171406565400100,268.43,12629340
,2021-07,00000171100080400300,1736.65,91889004.8
,2021-07,00000981200016800100,1790.47,91269648.5
,2021-07,00000000000614130300,91562.65,3942866080
,2021-05,00000461800016400301,429.96,23514269.6
,2021-06,00000000000631211000,966.52,49378083.94
,2021-06,00000461800016325501,56.61,3330759
,2021-05,00000161800006110101,180.75,9498024
,2021-05,00000000000006219103,175.72,1159290
,2021-07,00000000000631400300,182.73,8878993
,2021-05,00000000000612401000,84.12,3987288
,2021-06,00000171406565400300,936.14,47321722.8
,2021-06,00000161200012800302,300.41,15803078.68
,2021-06,00000000000006311304,2351.5,10253795
,2021-07,00000161200010800302,18.33,932790.9
,2021-07,00000461800008301201,173.91,8999766.3
,2021-07,00000171610050130205,406.33,19185647.8
,2021-07,00000000000006211903,86.9,4607858
,2021-06,00000461800505301501,86.65,4824270
,2021-06,00000171409090400600,94.06,4602826
,2021-06,00000451100025325300,17.62,977910
,2021-05,00000461800016325201,1036.62,59844507.2
,2021-07,00000461800505325201,87.59,5142253
,2021-05,00000000000615100716,234.76,9953824
,2021-05,00000171407777331000,776.61,41610247
,2021-06,00000000000614401100,21.32,989248
,2021-05,00000451900022325401,429.92,25849886.5
,2021-06,00000171407777400500,303.56,16021354
,2021-05,00000471100063130200,123.71,6191211.9
,2021-06,00000000000612050016,26.68,1192596
,2021-06,00000000000614301500,33.46,1509046
,2021-06,00000000000006321309,594.74,1803552.8
,2021-07,00000451100040400900,173.33,9636915.5
,2021-06,00000461800007520301,45.06,2482806
,2021-05,00000000000004500056,297.56,9685578
,2021-07,00000171100090400400,42.75,2333081.25
,2021-07,00000461800010325101,265.98,15398420.5
,2021-06,00000171409090700100,108.33,5597887.5
,2021-07,00000000000614100500,380.36,16190302
,2021-05,00000461800505521001,242.92,13415499.2
,2021-07,00000161200008800101,734.39,38749893.5
,2021-07,00000000000006411801,146.8,5530822.35
,2021-06,00000171400000070099,80.9,3280495
,2021-05,00000471100045600200,15.82,885129
,2021-06,00000451100032400900,19.83,1115437.5
,2021-06,00000471100071330226,31.8,1584594
,2021-06,00000451900022325501,20.5,1163375
,2021-06,00000171307506130200,31.27,1463159.5
,2021-06,00000451100025610300,27.62,1503909
,2021-05,00000461800010110101,129.42,6844928.5
,2021-06,00000471100050600200,119.3,6677634
,2021-06,00000461800505502801,649.78,34817949.6
,2021-05,00000471100071130200,10.84,543084
,2021-06,00000000000631400400,14.8,788840
,2021-06,00000461800007503001,12.33,707742
,2021-06,00000471100071130226,91.95,4757469
,2021-05,00000000000613211000,8.56,438272
,2021-08,00000000000006211411,7045.5,268267164
,2021-08,00000000000006321309,637.96,1722492
,2021-08,00000000000615600200,272.02,11890613
,2021-07,00000000000612050007,70.64,2819000
,2021-08,00000471310010130200,2677.22,129174484.3
,2021-07,00000451100032400700,286.31,14974879.4
,2021-07,00000000000611400500,110.5,5049201
,2021-08,00000171612565130200,4857.64,230090397.8
,2021-08,00000451100028130200,866.99,44474188.75
,2021-08,00000000000614100700,9268.17,409981026
,2021-08,00000471100050400500,233.97,12833093.2
,2021-08,00000451100023710100,1578.09,94159457.9
,2021-08,00000461800012400301,39.36,2223294.5
,2021-08,00000461800014330201,598.89,31113499.2
,2021-07,00000461800914030099,20.74,936411
,2021-08,00000471100053330200,367.1,18983501.45
,2021-08,00000461800505301101,67.98,3525503
,2021-07,00000461800010530201,24.96,1345662
,2021-08,00000171615075130200,2346.67,115352133
,2021-08,00000451100032330200,1764.32,91765987.9
,2021-08,00000471100060330200,107.38,5563256.99
,2021-07,00000000000614211200,47090.67,2085327776
,2021-08,00000000000611100716,1263.94,53392507
,2021-08,00000461800010400901,41.46,2366536.5
,2021-07,00000471607540130200,22.26,1091265
,2021-07,00000000000615610300,30.16,1263704
,2021-07,00000000000006219105,43.08,1559496
,2021-08,00000171409090211100,30.92,1416442.54
,2021-08,00000000000006219101,416.42,4872114
,2021-07,00000451100032400500,63.78,3377151
,2021-06,00000451900022400301,12.56,681882.4
,2021-06,00000461800010530101,14.44,793478
,2021-06,00000171409090700200,62.43,3395444.5
,2021-07,00000451900028330201,24.96,1242508.8
,2021-06,00000000000615050100,14.78,662144
,2021-06,00000000000615100700,36.64,1608496
,2021-09,00000161200010800301,22662.19,1176899719
,2021-09,00000161200012800101,10163.09,525052155.1
,2021-09,00000000000006219103,712.43,4830401.75
,2021-09,00000451100040400300,1123.2,63442206.35
,2021-09,00000451120064710100,2292.55,136090534.6
,2021-08,00000472115080130200,889.44,44878336.61
,2021-08,00000461800505503001,61.79,3469508.5
,2021-09,00000171409090210500,2425.26,119448556
,2021-09,00000000000006321306,981.28,5309795.8
,2021-09,00000151200020810500,943.69,48377439.98
,2021-09,00000161200010800302,546.42,26774042.29
,2021-08,00000000000631400400,135.84,6978520.5
,2021-09,00000461800014301501,134.54,7144671.6
,2021-08,00000000000615100700,108,4856543
,2021-09,00000171407777100600,854.46,39039963
,2021-09,00000451900020330201,1045.68,55091052
,2021-09,00000461800007301201,1973.37,107003278.8
,2021-09,00000171610050130205,991.97,47557637.3
,2021-08,00000000000004500016,435.26,16068096
,2021-09,00000471104605130200,417.98,21065794.2
,2021-09,00000171409090301200,466.69,22627874.8
,2021-09,00000451900042330201,62.33,2499433
,2021-08,00000471100050400326,20.24,1094984
,2021-08,00000000000611000108,185.98,7827640
,2021-08,00000000000611100700,462,20743800
,2021-09,00000451100022400300,1325.48,73908508.3
,2021-09,00000471100045331600,48.18,2641833.6
,2021-09,00000471100063331600,305.96,16432099.2
,2021-09,00000171409090100700,1038.21,47876610
,2021-09,00000000000613100700,1179.52,54786363.6
,2021-08,00000451900025400301,16.6,934995
,2021-09,00000171407777331000,2540.89,132829081
,2021-08,00000000000623345100,543.16,29505225.2
,2021-08,00000000000614999994,17.56,628648
,2021-09,00000000000006321102,7970.27,3211931
,2021-09,00000000000004500020,519.1,17123124
,2021-09,00000471307508130200,297.52,14594384
,2021-08,00000151200016800700,369.29,19136279.5
,2021-08,00000471100071400700,57.9,3147091
,2021-09,00000461800018330201,20.52,1110348
,2021-09,00000171409090210200,109.99,5691856
,2021-08,00000000000615070099,277.19,12128559
,2021-08,00000471100056610300,32.24,1787708
,2021-08,00000000000614600216,63.14,2803416
,2021-09,00000151200032800700,205.05,10201528.1
,2021-09,00000471100056330226,61.4,3223998
,2021-09,00000171406565400500,1444.76,69846307
,2021-09,00000451900022325201,140.13,8325816
,2021-08,00000471100045400126,24.38,1315301
,2021-08,00000471100045400526,9.68,522236
,2021-08,00000000000614310200,15.76,663496
,2021-08,00000000000614330700,53.04,2142816
,2021-08,00000000000611100600,866.82,37273260
,2021-09,00000000000614210100,12.68,614980
,2021-10,00000461800605301201,1005,57655660.7
,2021-10,00000161200012800301,21652.38,1204669854
,2021-10,00000471607540130200,1610.83,89848902.36
,2021-10,00000451100020330200,1825.95,102898471.5
,2021-10,00000451100045330200,739.56,41729918.6
,2021-10,00000171100085330200,1594.01,89535762.9
,2021-10,00000161800505110101,106.62,6137904.5
,2021-09,00000000000611100416,32.56,1365892
,2021-10,00000171409090400300,917.62,52320179.32
,2021-10,00000171409090211000,792.35,44108331.8
,2021-10,00000151200016800305,304.98,13207264
,2021-10,00000000000614710200,595.28,25913708
,2021-10,00000151200032800700,1060.08,51362211.7
,2021-10,00000171406565410100,517.86,29254524
,2021-10,00000451100022330200,1132.98,64933218.45
,2021-10,00000451100036130200,279.19,15673873.5
,2021-10,00000461800605110101,85.92,4854647
,2021-10,00000000000006321310,151.56,363744
,2021-10,00000000000631100700,112.76,5698360.8
,2021-10,00000451100022400300,568.26,34389015.9
,2021-10,00000171610050130205,330.04,16790133.91
,2021-10,00000451100040401000,126.54,7624237.9
,2021-10,00000161800006301501,14.66,826824
,2021-10,00000471306508130200,18.72,993255.25
,2021-08,00000461800505521101,122.46,6392412
,2021-10,00000451100040610300,137.51,8330975.75
,2021-10,00000451900020301501,282.44,15965539.2
,2021-08,00000471100063331600,69.15,3744705.7
,2021-10,00000451103305330200,51.4,2982096
,2021-08,00000151200016800305,493.92,21695913
,2021-10,00000161200000999912,41.06,1802534
,2021-09,00000461800505501301,28.58,1623955
,2021-10,00000000000004500061,702.98,15505936
,2021-10,00000461800018400901,182.99,10786131
,2021-09,00000000000006211900,174.1,13711320
,2021-09,00000000000006219105,85.24,5175361
,2021-09,00000000000615050100,66.64,2905504
,2021-09,00000451900025301501,350.04,18349964.2
,2021-09,00000451100022301500,109.84,5827564.6
,2021-10,00000000000006324303,5896.01,2802547.5
,2021-10,00000161200008800701,306.06,17735451.3
,2021-10,00000471100050401000,8.36,498256
,2021-10,00000000000611100500,791.14,34928831
,2021-10,00000171500000999999,20.88,852240
,2021-10,00000451100032400900,62.62,3774733.6
,2021-09,00000000000611330200,49.92,2318194
,2021-10,00000000000612050100,271.44,12632442
,2021-09,00000461800010530201,14.48,806539
,2021-10,00000471100050400326,30.16,1748375.2
,2021-10,00000000000004500059,425.62,12087617
,2021-09,00000171407777410100,203.27,10542657.6
,2021-10,00000461800007503801,307.62,17852255.6
,2021-10,00000471708016700279,397.6,25616974
,2021-10,00000151200028800305,16.2,665820
,2021-09,00000451116045030096,7.66,300655
,2021-10,00000000000612030097,89.88,3842370
,2021-10,00000000000614610300,16.86,730881
,2021-09,00000471100050130200,73.08,3673341
,2021-09,00000471100071331726,30.95,1716177.5
,2021-10,00000471708015020029,32.68,1473868
,2021-10,00000000000614220100,31.9,1438690
,2021-09,00000471100071330226,31.04,1577763.2
,2021-09,00000471100056400326,40.82,2243059
,2021-11,00000471100060330200,536.62,31233703.65
,2021-11,00000471100056330200,940.7,54992857.2
,2021-11,00000451100025330200,1081.99,63945141.4
,2021-11,00000171610050130205,258.86,14117625
,2021-11,00000151200016800300,13544.46,807461311.3
,2021-11,00000161200010800301,8241.79,491152849.8
,2021-12,00000451100032330200,2423.62,139950724.3
,2021-12,00000451900025301501,271.76,15546306
,2021-12,00000451100042400300,491.62,28879372.4
,2021-12,00000461800014400901,209.16,12921986
,2021-12,00000461800505502601,1039.51,60686690.5
,2021-12,00000000000614400300,399.12,20374458.4
,2021-12,00000000000006213200,1187.47,44719897.5
,2021-12,00000471100060400300,412.06,24409755.7
,2021-12,00000471104605610300,64.96,3827789
,2021-12,00000471100063400300,1072.25,63941301.65
,2021-12,00000471100060330200,607.9,34530361.05
,2021-12,00000161200008800302,1198.49,69279988.59
,2021-12,00000161200010800302,1430.79,80132055.06
,2021-12,00000171409090331000,575.83,32107756.5
,2021-12,00000171610050130200,2720.26,151901729.6
,2021-11,00000171406565400300,1000.89,56782018.1
,2021-11,00000171409090301200,220.32,12073164.5
,2021-11,00000000000612050007,62.22,2927451
,2021-11,00000451900020330201,676.93,40190242.2
,2021-11,00000471100050330200,505.68,29817925.35
,2021-11,00000461800505502801,274.33,17126979.7
,2021-12,00000981200016800100,7101.74,402995927
,2021-12,00000471100050400300,2680.53,156449607.8
,2021-12,00000000000006311303,1921.72,25706648
,2021-12,00000161200012800302,1611.55,90185178.61
,2021-11,00000000000612100500,1026.16,44099296
,2021-11,00000000000615040000,29.62,1273956.2
,2021-11,00000000000613100500,232.16,12074708.8
,2021-12,00000461800012400901,45.28,2758798.4
,2021-12,00000451100020400300,414.76,24742884.85
,2021-12,00000451900022301501,346.66,19666728
,2021-11,00000161200008800302,449.75,26779802.5
,2021-11,00000471100071330200,570.06,33443244
,2021-12,00000461800012400301,326.82,19641837.9
,2021-12,00000161200012800701,280.11,15674178
,2021-11,00000000000006311304,1719.86,12359831
,2021-10,00000451100023710100,640.28,40688767
,2021-12,00000000000004500062,469.72,14184328
,2021-11,00000471100071400500,174.65,10764913.7
,2021-11,00000471100060400500,21.8,1381502
,2021-11,00000451100040400500,139.06,8631372.05
,2021-11,00000171409090400100,149.81,8552296.5
,2021-11,00000461800014400301,37.26,2259804.6
,2021-11,00000171100090400300,263.8,16064074.9
,2021-11,00000471100056610300,21.24,1369168.2
,2021-11,00000171406565400500,1605.6,87716439
,2021-12,00000471104605331600,135.24,7423524
,2021-11,00000171406565100700,2124.67,109195017.2
,2021-11,00000451900020325201,14.46,941346
,2021-11,00000461800018400901,31.41,1974753
,2021-11,00000000000631100700,74.28,3824715.6
,2021-12,00000171100085400300,116.2,6900292.72
,2021-12,00000451100028400500,41.48,2509736.8
,2021-12,00000171409090211100,2334.03,122969369.8
,2021-11,00000000000006211900,283.02,21857555
,2021-11,00000471100050400526,6.6,404580
,2021-11,00000451900025325401,37.09,2431867
,2021-12,00000461800505310301,154.52,9672089
,2021-12,00000161200012810501,105.04,6240767.94
,2021-11,00000171407777400400,147.87,8528331
,2021-11,00000461800505310901,294.9,17192727.6
,2021-11,00000000000004500058,197.9,6471330
,2021-12,00000451100042331600,171.91,9965114.7
,2021-12,00000451100032400900,94.99,5774442.1
,2021-11,00000000000006211903,45.7,2683570
,2021-11,00000000000615050016,264.66,12224474
,2021-11,00000000000614040016,126.68,5839948
,2021-12,00000000000006211903,85.58,4919980
,2021-11,00000000000004500062,47.84,1377792
,2021-12,00000471100056610300,18.31,1122759.3
,2021-12,00000171406565400100,161.31,8322053
,2021-10,00000171400000030099,33.64,1507072
,2021-12,00000451100025130200,3.66,209581.3
,2021-12,00000451900032301501,12.62,728805
,2021-12,00000171407777330800,5.56,285950.8
,2021-11,00000151200025800305,124.02,5666844
,2021-12,00000451100036130200,1.16,65540
,2021-11,00000461800505501301,24.7,1499290
,2021-12,00000000000006411800,99.44,8552000
,2021-12,00000000000615400300,52.24,2622801
,2021-11,00000151200020800700,2.07,125752.5
,2021-10,00000171100085331300,183.57,11060092.5
,2021-11,00000461800010530101,110.1,5766336
,2021-11,00000451100042331600,61.9,3717095
,2021-11,00000451100045301200,54.9,3214395
,2022-01,00000161200008800301,32300.35,1860542620
,2022-01,00000451100045400300,2028.42,119912325.8
,2022-01,00000171406565400300,1783.31,96700860.2
,2022-01,00000151200020800300,23208.68,1303488766
,2022-01,00000161200012800701,1270.65,71439980.15
,2022-01,00000000000631211000,682.03,36540864.2
,2022-01,00000451100023710100,2128.92,135286927.8
,2022-01,00000451900022330201,764.99,43281539
,2022-02,00000151200016800700,1152.62,65902279.42
,2022-02,00000161200012800301,17628.21,1057032457
,2022-02,00000451100036400300,1152.85,70463297.67
,2022-02,00000471100060400300,720.24,43908381.43
,2022-02,00000471104605330200,882.81,51279561.35
,2022-02,00000981200012800100,3132.52,192028808
,2022-02,00000451100036330200,1899.54,111253559.9
,2022-02,00000451100022400300,685.04,41718708.85
,2022-01,00000471306506130200,1878.14,102492075.7
,2022-01,00000505005061700863,484,42161240
,2022-01,00000171620075130200,861.38,48192180.75
,2022-01,00000000000006321306,1057.68,7431676
,2022-01,00000461800505502601,2532.27,149891620.5
,2022-02,00000171310010130200,387.5,21736943.51
,2022-02,00000471307506130200,3061.83,170964781
,2022-02,00000451100042400300,679.17,41164213.17
,2022-02,00000461800012400301,286.51,17671950.5
,2022-02,00000171612565130200,944.98,55467193.5
,2022-01,00000471100071400300,470.64,27894191.44
,2022-01,00000000000006213200,1369.16,53807478
,2021-12,00000151200020800305,262.04,12015162
,2021-12,00000171409090330200,219.95,11297289
,2022-01,00000471100075400300,364.41,21550198.91
,2022-01,00000451100036330200,2988.62,169179177.2
,2022-01,00000461800012400301,613.76,36835238.5
,2022-02,00000171407777400600,101.74,5654709.8
,2022-02,00000000000631210500,68.71,3762334
,2022-02,00000471100063600200,164.78,10738273.5
,2022-02,00000000000006211411,1993.32,85571320
,2022-02,00000000000006311303,2156.52,30308649
,2022-01,00000000000006321101,401.32,120396
,2021-12,00000171406565211000,215.24,11280678.6
,2022-01,00000171409090211000,1077.96,56678709.28
,2022-01,00000471306508130200,200.18,10940520.98
,2022-02,00000000000006211900,684,46730552
,2022-02,00000000000612050016,445.7,20971922
,2022-02,00000000000612100716,675.88,33396972
,2022-01,00000451100032400100,88.52,5344304
,2022-01,00000471100066330200,631.75,35949976.7
,2022-01,00000151200020800700,1163.88,64003242.22
,2022-02,00000000000006211901,108.92,6940360
,2022-02,00000171400000070099,187.02,9007474
,2021-12,00000171615075130205,172.72,9120416.05
,2022-01,00000451103305400300,289.15,17436071.15
,2022-01,00000000000614040000,524.46,24070150
,2022-01,00000000000004500062,403.08,13161374
,2022-01,00000000000006211700,998.56,38943840
,2022-02,00000171409090100600,462.7,24470269.2
,2022-01,00000171407777410100,293.41,16208892
,2022-02,00000471100050330226,65.51,3901546.4
,2022-02,00000171407777331000,2327.65,135002514
,2022-01,00000451900028330201,229.59,12597658.5
,2021-12,00000000000611000108,44.36,1776618
,2022-02,00000000000613100500,60.2,3135216
,2022-01,00000171407777330200,757.27,37803479.4
,2022-01,00000461800010400901,45.62,2830216
,2022-02,00000471100053400500,278.89,17054678.5
,2022-01,00000451103305325300,110.4,6942233
,2022-01,00000451900022400301,58,3580585
,2022-02,00000451103305400700,26.51,1600414.5
,2022-02,00000461800016301501,250.38,14536943
,2022-02,00000471100071400700,153.65,9372761.5
,2022-02,00000171406565100700,615.22,32484790.6
,2021-12,00000471100063400500,14.43,865078.5
,2022-01,00000471100071330226,84.48,4880157.5
,2022-01,00000000000004500024,13.88,595452
,2022-02,00000000000004500059,451.8,13620477
,2022-01,00000161200012800702,22.1,1174173
,2022-01,00000451100042400500,28.64,1709998
,2022-02,00000471100045400500,8.06,488839
,2021-12,00000151200016810500,424.58,25440004.5
,2022-02,00000451900020325401,53.44,3323968
,2021-12,00000451103305325300,62.82,3948237
,2022-01,00000471100053331600,358.56,19974589.5
,2022-01,00000000000611100507,299.28,13294257
,2021-12,00000451100036401100,9.88,604557.2
,2022-01,00000451100025130200,10.45,601158.5
,2022-01,00000000000615100700,227.58,10787292
,2022-02,00000000000615100700,29.82,1520820
,2022-01,00000000000612100507,146.96,6418488
,2022-02,00000451900022400301,43.69,2663558.5
,2022-01,00000151200036800305,33.64,1382604
,2022-02,00000171407777400500,203.64,11641566
,2022-01,00000000000614700400,24.9,1190220
,2022-02,00000171100090400300,63.41,3823979
,2022-02,00000000000006411800,148.94,11165533
,2021-12,00000000000004500018,35.82,1031616
,2022-02,00000171406565400600,21.95,1268710
,2022-02,00000471309008130200,540.83,29468877.9
,2022-01,00000471100063406350,19.76,1248832
,2022-01,00000461800505502001,508.46,29553286
,2022-01,00000171409090211100,1412.9,72270477.54
,2022-01,00000451100032400500,3.9,234117
,2022-01,00000451100040610300,86.76,5426485
,2022-01,00000461800505310901,61.92,3515198.4
,2021-12,00000000000614700200,738.3,37394895
,2022-02,00000451900025325401,24.66,1594269
,2022-02,00000451100040325300,65.46,4219275
,2022-02,00000171407777400400,97.51,5584037
,2022-02,00000000000614400500,215,11268952
,2022-02,00000451900042301501,26.8,1113540
,2022-02,00000471300000999999,67.06,3067995
,2021-12,00000000000611050100,38.38,1658016
,2022-01,00000471100050400326,39.88,2343747.6
,2021-12,00000451900020325201,30.92,1887666
,2022-03,00000151200020800300,25571.94,1757366662
,2022-03,00000161200010800301,25723.46,1804023337
,2022-03,00000471306506130200,1215.81,76608507.78
,2022-03,00000171100080400300,74.92,5089313
,2022-03,00000471104605400300,1415.15,93316268.3
,2022-03,00000471708015700279,66.58,4234583.2
,2022-03,00000151200032800300,9884.25,670274542.5
,2022-03,00000471305006130200,6145.04,404198412.5
,2022-03,00000171612565130200,9749.63,639768817.9
,2022-03,00000451100025400300,1673.82,112087778.5
,2022-03,00000451900020325201,121.49,9067860
,2022-03,00000000000006313101,158302.28,80361659.74
,2022-03,00000451100042700400,34.68,2304171.2
,2022-03,00000000000615400300,417.1,25116248
,2022-03,00000451100045330200,1805.65,113908435.5
,2022-03,00000000000614211000,196.66,11959914
,2022-03,00000171409090220100,1550.45,97358035.4
,2022-03,00000451900025325401,18.48,1358865
,2022-03,00000471708016700279,804.62,52546836.8
,2022-03,00000000000631400300,626.76,40264165.3
,2022-03,00000471100066400300,382.42,25192690.1
,2022-03,00000000000004500101,39.24,1394982
,2022-03,00000000000004531163,49.62,2034420
,2022-03,00000451900020330201,771.67,50013828
,2022-03,00000461800014330201,1348.42,92350010.25
,2022-03,00000451100036400900,115.76,8059886
,2022-03,00000461801620030099,67.38,3773280
,2022-03,00000000000615400100,410.12,23399135
,2022-03,00000461800505110101,837.44,56824227.8
,2022-03,00000000000631211000,264.42,17171032
,2022-03,00000461800505301301,400.62,26785753.8
,2022-03,00000471100063301200,27.42,1673589
,2022-03,00000000000004500102,49.96,2048360
,2022-03,00000451900028330201,84.76,5446618
,2022-03,00000461800016325201,116.53,7818426.5
,2022-03,00000461800505503101,4.04,271286
,2022-03,00000000000614100416,63.28,3700926
,2022-03,00000000000611100500,562.76,29270632
,2022-02,00000471100050301500,27.28,1578148
,2022-03,00000000000612211000,343.2,20276898
,2022-02,00000461800007520201,16.6,1006790
,2022-03,00000461800007503401,12.48,750048
,2022-03,00000000000006318109,165.94,561200.2
,2022-03,00000461800007520201,10.34,610577
,2022-03,00000000000611090000,18.6,971850
,2022-03,00000471100053331700,26.48,1730468
,2022-03,00000461800007503001,123.34,8442623
,2022-02,00000000000615301500,58.4,3048480
,2022-03,00000471104605400326,80.23,5339653.5
,2022-02,00000000000611100507,93.98,4219702
,2022-03,00000451100022400700,0.3,19545
,2022-02,00000000000631220100,26.85,1449900
,2022-03,00000151200016800305,39.32,2854632
,2022-03,00000000000631210500,4.08,238680
,2022-02,00000451900028301501,18.74,1057498.2
,2022-03,00000000000006321102,3802.82,1559156.2
